Date,Children apprehended and placed in CBP custody*,Children in CBP custody,Children transferred out of CBP custody,Children in HHS Care,Children discharged from HHS Care,total_system_load,net_daily_intake,care_load_growth_rate_pct,positive_net_intake_flag,net_intake_direction,cumulative_net_intake_pressure,consecutive_positive_net_intake_days,backlog_indicator,backlog_severity_score,logical_constraint_anomaly_flag,year,month,month_name,year_month,day_of_week,rolling_7d_avg_system_load,rolling_7d_avg_net_intake,rolling_7d_avg_growth_rate_pct,rolling_7d_avg_backlog_severity,rolling_14d_avg_system_load,rolling_14d_avg_net_intake,rolling_14d_avg_growth_rate_pct,rolling_14d_avg_backlog_severity,system_load_vs_7d_avg_gap,system_load_vs_14d_avg_gap,net_intake_vs_7d_avg_gap,net_intake_vs_14d_avg_gap,above_7d_system_load_avg_flag,above_14d_system_load_avg_flag,positive_7d_net_intake_pressure_flag,positive_14d_net_intake_pressure_flag,rolling_pressure_level,rolling_7d_std_system_load,rolling_7d_std_net_intake,rolling_7d_std_growth_rate,rolling_14d_std_system_load,rolling_14d_std_net_intake,rolling_14d_std_growth_rate,rolling_7d_system_load_range,rolling_14d_system_load_range,rolling_7d_net_intake_range,rolling_14d_net_intake_range,system_load_volatility_flag,net_intake_volatility_flag,growth_rate_volatility_flag,volatility_pressure_score,volatility_pressure_level,daily_system_load_change,daily_net_intake_change,daily_growth_rate_change,daily_backlog_severity_change,daily_cbp_custody_change,daily_hhs_care_change,system_load_pct_change,net_intake_pct_change,cbp_custody_pct_change,hhs_care_pct_change,system_load_spike_flag,major_system_load_spike_flag,net_intake_spike_flag,major_net_intake_spike_flag,growth_rate_spike_flag,major_growth_rate_spike_flag,backlog_severity_jump_flag,system_load_change_direction,net_intake_change_direction,pressure_spike_score,pressure_spike_level,pressure_spike_risk_category,rolling_pressure_signal,volatility_pressure_signal,pressure_spike_signal,pressure_spike_risk_signal,high_load_signal,backlog_pressure_signal,logical_anomaly_signal,intake_pressure_signal,daily_pressure_signal_count,daily_strain_score,daily_strain_level,high_pressure_day_flag,severe_pressure_day_flag,pressure_window_break,pressure_window_id,prolonged_pressure_window_flag,prolonged_pressure_window_category,rolling_pressure_component_score,volatility_pressure_component_score,pressure_spike_component_score,daily_strain_component_score,load_intensity_component_score,net_intake_component_score,growth_pressure_component_score,backlog_component_score,window_pressure_component_score,critical_window_component_score,final_pressure_stress_score,final_pressure_stress_level,operational_response_category,primary_pressure_driver,final_pressure_priority_rank
2025-04-22,7,19,14,2305,17,2324,-3,-0.39,False,Relief: Discharges Exceed Transfers,-31740,0,No Current Backlog Pressure,0,False,2025,4,April,2025-04,Tuesday,2317.86,-1.14,0.09,0.29,2297.64,1.21,0.24,0.64,6.14,26.36,-1.86,-4.21,True,True,False,True,Load Above Rolling Average,9.651054718002896,3.436498771927694,0.4198298975265443,26.060896564673754,4.774589332782763,0.4682818724741678,28.0,85.0,9.0,15.0,Stable Load Volatility,Stable Intake Volatility,Stable Growth Volatility,0,Stable Pressure,-9.0,-2.0,-0.95,0.0,-6.0,-3.0,-0.385769395627944,200.0,-24.0,-0.1299826689774685,False,False,False,False,False,False,False,System Load Decrease,Net Intake Decrease,0,No Major Spike,No Spike Risk,1,0,0,0,0,0,0,0,1,2,Normal Daily Pressure,0,0,215,,0,No Prolonged Pressure Window,0,0.0,0.0,2.0,0.33,0.06,0.34,0.0,0,0,0.49,Early Pressure Watch,Early Warning Review,Daily Strain Pressure,2
2025-04-23,3,23,4,2300,11,2323,-7,-0.04,False,Relief: Discharges Exceed Transfers,-31747,0,No Current Backlog Pressure,0,False,2025,4,April,2025-04,Wednesday,2320.0,-1.57,0.09,0.29,2303.0,1.0,0.24,0.64,3.0,20.0,-5.43,-8.0,True,True,False,True,Load Above Rolling Average,8.717797888630985,3.994043183582002,0.4198298975265443,22.54226799233016,5.083911274419866,0.4682818724741678,28.0,74.0,12.0,18.0,Stable Load Volatility,Stable Intake Volatility,Stable Growth Volatility,0,Stable Pressure,-1.0,-4.0,0.35,0.0,4.0,-5.0,-0.0430292598967319,133.33333333333334,21.052631578947366,-0.2169197396963085,False,False,False,False,False,False,False,System Load Decrease,Net Intake Decrease,0,No Major Spike,No Spike Risk,1,0,0,0,0,0,0,0,1,2,Normal Daily Pressure,0,0,215,,0,No Prolonged Pressure Window,0,0.0,0.0,2.0,0.33,0.15,0.03,0.0,0,0,0.48,Early Pressure Watch,Early Warning Review,Daily Strain Pressure,2
2025-04-24,3,9,7,2294,13,2303,-6,-0.86,False,Relief: Discharges Exceed Transfers,-31753,0,No Current Backlog Pressure,0,False,2025,4,April,2025-04,Thursday,2319.71,-3.14,-0.01,0.14,2306.14,0.29,0.14,0.57,-16.71,-3.14,-2.86,-6.29,False,False,False,True,Normal Rolling Pressure,9.3043768516999,3.02371578406348,0.5537276277325263,18.670656300128503,5.326690001646964,0.5446588810469332,30.0,63.0,9.0,18.0,Stable Load Volatility,Stable Intake Volatility,Stable Growth Volatility,0,Stable Pressure,-20.0,1.0,-0.82,0.0,-14.0,-6.0,-0.860955660783469,-14.28571428571429,-60.86956521739131,-0.260869565217392,False,False,False,False,False,False,False,System Load Decrease,Net Intake Increase,0,No Major Spike,No Spike Risk,0,0,0,0,0,0,0,0,0,0,Normal Daily Pressure,0,0,215,,0,No Prolonged Pressure Window,0,0.0,0.0,0.0,0.31,0.13,0.74,0.0,0,0,0.08,Normal Operating Pressure,Routine Monitoring,No Major Pressure Driver,1
2025-04-27,9,40,12,2301,4,2341,8,1.65,True,Pressure: Transfers Exceed Discharges,-31745,1,Short-Term Intake Pressure,1,False,2025,4,April,2025-04,Sunday,2322.57,-1.57,0.13,0.29,2310.71,0.64,0.2,0.57,18.43,30.29,9.57,7.36,True,True,False,True,Load Above Rolling Average,12.340409811376643,5.191568255577293,0.8140814280086345,18.820727411654605,5.678666458533396,0.6592886609532573,38.0,71.0,15.0,18.0,Stable Load Volatility,Stable Intake Volatility,Stable Growth Volatility,0,Stable Pressure,38.0,14.0,2.51,1.0,31.0,7.0,1.6500217108119886,-233.3333333333333,344.44444444444446,0.3051438535309536,False,False,False,False,False,False,True,System Load Increase,Net Intake Increase,1,Moderate Pressure Spike,Backlog Severity Escalation,1,0,1,1,0,0,0,1,4,7,High Daily Strain,1,1,216,216.0,0,No Prolonged Pressure Window,0,0.0,1.67,7.0,0.35,0.17,1.42,3.33,0,0,2.09,High System Stress,Priority Monitoring Required,Daily Strain Pressure,4
2025-04-28,6,26,12,2307,8,2333,4,-0.34,True,Pressure: Transfers Exceed Discharges,-31741,2,Short-Term Intake Pressure,1,False,2025,4,April,2025-04,Monday,2325.29,-0.43,0.12,0.43,2315.21,0.57,0.2,0.5,7.71,17.79,4.43,3.43,True,True,False,True,Load Above Rolling Average,12.229939844431817,5.4423384329701605,0.8177000264970885,15.59180540182339,5.625686771263673,0.6611200120474882,38.0,52.0,15.0,18.0,Stable Load Volatility,Stable Intake Volatility,Stable Growth Volatility,0,Stable Pressure,-8.0,-4.0,-1.99,0.0,-14.0,6.0,-0.3417343015805207,-50.0,-35.0,0.2607561929595769,False,False,False,False,False,False,False,System Load Decrease,Net Intake Decrease,0,No Major Spike,No Spike Risk,1,0,0,0,0,0,0,1,2,3,Moderate Daily Strain,1,0,216,216.0,0,No Prolonged Pressure Window,0,0.0,0.0,3.0,0.34,0.09,0.29,3.33,0,0,0.88,Moderate System Stress,Operational Watch Required,Backlog Severity Pressure,3
2025-04-29,11,25,11,2304,15,2329,-4,-0.17,False,Relief: Discharges Exceed Transfers,-31745,0,No Current Backlog Pressure,0,False,2025,4,April,2025-04,Tuesday,2326.57,-1.29,0.06,0.29,2318.0,-0.5,0.12,0.36,2.43,11.0,-2.71,-3.5,True,True,False,False,Load Above Rolling Average,12.053452381483906,5.468524655215399,0.8215722441641746,14.158444072192886,4.863521990683837,0.6368966655881967,38.0,52.0,15.0,15.0,Stable Load Volatility,Stable Intake Volatility,Stable Growth Volatility,0,Stable Pressure,-4.0,-8.0,0.17,-1.0,-1.0,-3.0,-0.1714530647235368,-200.0,-3.846153846153844,-0.1300390117035088,False,False,False,False,False,False,False,System Load Decrease,Net Intake Decrease,0,No Major Spike,No Spike Risk,1,0,0,0,0,0,0,0,1,2,Normal Daily Pressure,0,0,217,,0,No Prolonged Pressure Window,0,0.0,0.0,2.0,0.34,0.09,0.15,0.0,0,0,0.49,Early Pressure Watch,Early Warning Review,Daily Strain Pressure,2
2025-04-30,7,34,9,2309,12,2343,-3,0.6,False,Relief: Discharges Exceed Transfers,-31748,0,No Current Backlog Pressure,0,False,2025,4,April,2025-04,Wednesday,2328.0,-1.57,0.06,0.29,2321.86,-0.64,0.17,0.36,15.0,21.14,-1.43,-2.36,True,True,False,False,Load Above Rolling Average,13.453624048076335,5.503245795496616,0.8257694824194243,12.954697059675777,4.908503498361355,0.6471934337269973,40.0,40.0,15.0,15.0,Stable Load Volatility,Stable Intake Volatility,Stable Growth Volatility,0,Stable Pressure,14.0,1.0,0.77,0.0,9.0,5.0,0.6011163589523472,-25.0,36.00000000000001,0.2170138888888839,False,False,False,False,False,False,False,System Load Increase,Net Intake Increase,0,No Major Spike,No Spike Risk,1,0,0,0,0,0,0,0,1,2,Normal Daily Pressure,0,0,217,,0,No Prolonged Pressure Window,0,0.0,0.0,2.0,0.35,0.06,0.52,0.0,0,0,0.5,Early Pressure Watch,Early Warning Review,Daily Strain Pressure,2
2025-05-01,13,32,14,2306,16,2338,-2,-0.21,False,Relief: Discharges Exceed Transfers,-31750,0,No Current Backlog Pressure,0,False,2025,5,May,2025-05,Thursday,2330.0,-1.43,0.09,0.29,2323.93,-1.29,0.09,0.29,8.0,14.07,-0.57,-0.71,True,True,False,False,Load Above Rolling Average,13.796134725360606,5.4728768442490825,0.8119523795560134,13.058827172327616,4.3928013040339255,0.6209899930180615,40.0,40.0,15.0,15.0,Stable Load Volatility,Stable Intake Volatility,Stable Growth Volatility,0,Stable Pressure,-5.0,1.0,-0.8099999999999999,0.0,-2.0,-3.0,-0.2134016218523271,-33.333333333333336,-5.882352941176472,-0.1299263750541346,False,False,False,False,False,False,False,System Load Decrease,Net Intake Increase,0,No Major Spike,No Spike Risk,1,0,0,0,0,0,0,0,1,2,Normal Daily Pressure,0,0,217,,0,No Prolonged Pressure Window,0,0.0,0.0,2.0,0.34,0.04,0.18,0.0,0,0,0.49,Early Pressure Watch,Early Warning Review,Daily Strain Pressure,2
2025-05-04,9,31,10,2335,5,2366,5,1.2,True,Pressure: Transfers Exceed Discharges,-31745,1,Short-Term Intake Pressure,1,False,2025,5,May,2025-05,Sunday,2336.14,0.29,0.27,0.43,2328.07,-0.64,0.18,0.36,29.86,37.93,4.71,5.64,True,True,True,False,Short-Term Rolling Pressure,18.81868372574963,5.313952882556586,0.9083999538697052,16.39166902028237,4.617810717666424,0.6858459122752106,63.0,63.0,14.0,15.0,Stable Load Volatility,Stable Intake Volatility,Stable Growth Volatility,0,Stable Pressure,28.0,7.0,1.41,1.0,-1.0,29.0,1.1976047904191711,-350.0,-3.125,1.2575888985255856,False,False,False,False,False,False,True,System Load Increase,Net Intake Increase,1,Moderate Pressure Spike,Backlog Severity Escalation,1,0,1,1,0,0,0,1,4,7,High Daily Strain,1,1,218,218.0,0,No Prolonged Pressure Window,0,0.0,1.67,7.0,0.37,0.11,1.03,3.33,0,0,2.07,High System Stress,Priority Monitoring Required,Daily Strain Pressure,4
2025-05-05,15,44,20,2331,17,2375,3,0.38,True,Pressure: Transfers Exceed Discharges,-31742,2,Short-Term Intake Pressure,1,False,2025,5,May,2025-05,Monday,2346.43,1.57,0.44,0.57,2333.07,-0.79,0.22,0.36,28.57,41.93,1.43,3.79,True,True,True,False,Short-Term Rolling Pressure,17.299876135759053,4.577377082163615,0.7608954624400857,19.241238910445603,4.457984564087834,0.6816451495390475,46.0,72.0,12.0,15.0,Stable Load Volatility,Stable Intake Volatility,Stable Growth Volatility,0,Stable Pressure,9.0,-2.0,-0.82,0.0,13.0,-4.0,0.3803888419273038,-40.0,41.93548387096775,-0.1713062098501083,False,False,False,False,False,False,False,System Load Increase,Net Intake Decrease,0,No Major Spike,No Spike Risk,1,0,0,0,0,0,0,1,2,3,Moderate Daily Strain,1,0,218,218.0,0,No Prolonged Pressure Window,0,0.0,0.0,3.0,0.38,0.06,0.33,3.33,0,0,0.88,Moderate System Stress,Operational Watch Required,Backlog Severity Pressure,3
2025-05-06,10,33,16,2339,16,2372,0,-0.13,False,Balanced: Transfers Equal Discharges,-31742,0,No Current Backlog Pressure,0,False,2025,5,May,2025-05,Tuesday,2350.86,0.43,0.19,0.43,2336.71,-0.57,0.16,0.36,21.14,35.29,-0.43,0.57,True,True,True,False,Short-Term Rolling Pressure,19.50579889425348,3.59894164336088,0.5623166367803875,21.47781886924745,4.415258259097035,0.6729976405425392,46.0,72.0,9.0,15.0,Stable Load Volatility,Stable Intake Volatility,Stable Growth Volatility,0,Stable Pressure,-3.0,-3.0,-0.51,-1.0,-11.0,8.0,-0.1263157894736855,0.0,-25.0,0.343200343200345,False,False,False,False,False,False,False,System Load Decrease,Net Intake Decrease,0,No Major Spike,No Spike Risk,1,0,0,0,0,0,0,0,1,2,Normal Daily Pressure,0,0,219,,0,No Prolonged Pressure Window,0,0.0,0.0,2.0,0.38,0.0,0.11,0.0,0,0,0.48,Early Pressure Watch,Early Warning Review,Daily Strain Pressure,2
2025-05-07,10,30,15,2335,10,2365,5,-0.3,True,Pressure: Transfers Exceed Discharges,-31737,1,Short-Term Intake Pressure,1,False,2025,5,May,2025-05,Wednesday,2355.43,0.57,0.2,0.43,2340.36,0.07,0.16,0.43,9.57,24.64,4.43,4.93,True,True,True,True,Short-Term Rolling Pressure,18.338094620558653,3.77964473008382,0.5562031146639785,21.653236188756296,4.531331706351492,0.6729976405425392,46.0,72.0,9.0,15.0,Stable Load Volatility,Stable Intake Volatility,Stable Growth Volatility,0,Stable Pressure,-7.0,5.0,-0.1699999999999999,1.0,-3.0,-4.0,-0.295109612141653,66.66666666666667,-9.090909090909092,-0.1710132535271524,False,False,False,False,False,False,True,System Load Decrease,Net Intake Increase,1,Moderate Pressure Spike,Backlog Severity Escalation,1,0,1,1,0,0,0,1,4,7,High Daily Strain,1,1,220,220.0,1,Critical Prolonged Strain Window,0,0.0,1.67,7.0,0.37,0.11,0.26,3.33,10,0,2.33,High System Stress,Priority Monitoring Required,Prolonged Window Pressure,4
2025-05-08,15,24,16,2361,11,2385,5,0.85,True,Pressure: Transfers Exceed Discharges,-31732,2,Short-Term Intake Pressure,1,False,2025,5,May,2025-05,Thursday,2363.43,1.86,0.34,0.57,2345.0,0.29,0.2,0.43,21.57,40.0,3.14,4.71,True,True,True,True,Short-Term Rolling Pressure,17.057326313909552,3.4846602621766123,0.5776223844759011,23.813376979342102,4.697439096566705,0.697897942726255,47.0,82.0,8.0,15.0,Stable Load Volatility,Stable Intake Volatility,Stable Growth Volatility,0,Stable Pressure,20.0,0.0,1.15,0.0,-6.0,26.0,0.8456659619450413,0.0,-20.0,1.1134903640257043,False,False,False,False,False,False,False,System Load Increase,No Net Intake Change,0,No Major Spike,No Spike Risk,1,0,0,0,0,0,0,1,2,3,Moderate Daily Strain,1,0,220,220.0,1,Critical Prolonged Strain Window,0,0.0,0.0,3.0,0.39,0.11,0.73,3.33,10,0,1.21,Moderate System Stress,Operational Watch Required,Prolonged Window Pressure,3
2025-05-11,15,20,12,2385,3,2405,9,0.84,True,Pressure: Transfers Exceed Discharges,-31723,3,Sustained Backlog Pressure,2,False,2025,5,May,2025-05,Sunday,2372.29,3.57,0.38,0.86,2350.14,1.0,0.22,0.57,32.71,54.86,5.43,8.0,True,True,True,True,Short-Term Rolling Pressure,20.442719044479603,3.64495737775482,0.6021311358515781,28.362643750588525,5.218310955739301,0.7128598956100921,67.0,102.0,11.0,16.0,Stable Load Volatility,Stable Intake Volatility,Stable Growth Volatility,1,Low Volatility Pressure,20.0,4.0,-0.01,1.0,-4.0,24.0,0.8385744234800763,80.0,-16.666666666666664,1.016518424396451,False,False,False,False,False,False,True,System Load Increase,Net Intake Increase,1,Moderate Pressure Spike,Backlog Severity Escalation,1,0,1,1,0,1,0,1,5,9,Critical Daily Strain,1,1,220,220.0,1,Critical Prolonged Strain Window,0,1.67,1.67,9.0,0.41,0.19,0.72,6.67,10,0,3.27,Critical System Pressure,Immediate Escalation Required,Prolonged Window Pressure,5
2025-05-12,7,33,14,2392,7,2425,7,0.83,True,Pressure: Transfers Exceed Discharges,-31716,4,Sustained Backlog Pressure,2,False,2025,5,May,2025-05,Monday,2384.71,4.86,0.52,1.14,2357.36,1.71,0.31,0.71,40.29,67.64,2.14,5.29,True,True,True,True,Short-Term Rolling Pressure,22.4700859351152,2.8535691936225547,0.5603825224153397,33.56877473852356,5.3122293079083125,0.7071005648358721,60.0,122.0,9.0,16.0,Stable Load Volatility,Stable Intake Volatility,Stable Growth Volatility,1,Low Volatility Pressure,20.0,-2.0,-0.01,0.0,13.0,7.0,0.8316008316008316,-22.22222222222222,64.99999999999999,0.2935010482180367,False,False,False,False,False,False,False,System Load Increase,Net Intake Decrease,0,No Major Spike,No Spike Risk,1,0,0,0,0,1,0,1,3,5,Moderate Daily Strain,1,0,220,220.0,1,Critical Prolonged Strain Window,0,1.67,0.0,5.0,0.43,0.15,0.72,6.67,10,0,2.12,Moderate System Stress,Operational Watch Required,Prolonged Window Pressure,3
2025-05-13,18,29,12,2394,11,2423,1,-0.08,True,Pressure: Transfers Exceed Discharges,-31715,5,Sustained Backlog Pressure,2,False,2025,5,May,2025-05,Tuesday,2392.86,4.29,0.34,1.29,2364.5,2.29,0.3,0.86,30.14,58.5,-3.29,-1.29,True,True,True,True,Short-Term Rolling Pressure,24.768451516048472,3.199702367100725,0.509687112237458,36.22950349038592,4.6974390965667725,0.7086901708375521,60.0,122.0,9.0,15.0,Stable Load Volatility,Stable Intake Volatility,Stable Growth Volatility,1,Low Volatility Pressure,-2.0,-6.0,-0.91,0.0,-4.0,2.0,-0.0824742268041189,-85.71428571428572,-12.12121212121212,0.0836120401337847,False,False,False,False,False,False,False,System Load Decrease,Net Intake Decrease,0,No Major Spike,No Spike Risk,1,0,0,0,0,1,0,1,3,5,Moderate Daily Strain,1,0,220,220.0,1,Critical Prolonged Strain Window,0,1.67,0.0,5.0,0.43,0.02,0.07,6.67,10,0,2.08,Moderate System Stress,Operational Watch Required,Prolonged Window Pressure,3
2025-05-14,7,30,14,2394,11,2424,3,0.04,True,Pressure: Transfers Exceed Discharges,-31712,6,Sustained Backlog Pressure,2,False,2025,5,May,2025-05,Wednesday,2399.86,4.29,0.29,1.43,2373.14,2.93,0.37,1.0,24.14,50.86,-1.29,0.07,True,True,True,True,Short-Term Rolling Pressure,25.783900477548706,3.199702367100725,0.5214631430157035,34.83556348904486,4.047112659556325,0.631577477345504,60.0,96.0,9.0,13.0,Stable Load Volatility,Stable Intake Volatility,Stable Growth Volatility,1,Low Volatility Pressure,1.0,2.0,0.12,0.0,1.0,0.0,0.0412711514651276,200.0,3.4482758620689724,0.0,False,False,False,False,False,False,False,System Load Increase,Net Intake Increase,0,No Major Spike,No Spike Risk,1,0,0,0,0,1,0,1,3,5,Moderate Daily Strain,1,0,220,220.0,1,Critical Prolonged Strain Window,0,1.67,0.0,5.0,0.43,0.06,0.03,6.67,10,0,2.08,Moderate System Stress,Operational Watch Required,Prolonged Window Pressure,3
2025-05-15,15,31,14,2410,14,2441,0,0.7,False,Balanced: Transfers Equal Discharges,-31712,0,No Current Backlog Pressure,0,False,2025,5,May,2025-05,Thursday,2409.71,4.29,0.41,1.43,2380.29,2.36,0.3,0.93,31.29,60.71,-4.29,-2.36,True,True,True,True,Short-Term Rolling Pressure,26.5374847200079,3.199702367100725,0.5033364869027735,37.8589052057683,3.835204193887364,0.5254223837244488,76.0,112.0,9.0,13.0,Stable Load Volatility,Stable Intake Volatility,Stable Growth Volatility,0,Stable Pressure,17.0,-3.0,0.6599999999999999,-2.0,1.0,16.0,0.7013201320132056,0.0,3.333333333333344,0.6683375104427736,False,False,False,False,False,False,False,System Load Increase,Net Intake Decrease,0,No Major Spike,No Spike Risk,1,0,0,0,0,0,0,0,1,2,Normal Daily Pressure,0,0,221,,0,No Prolonged Pressure Window,0,0.0,0.0,2.0,0.45,0.0,0.6,0.0,0,0,0.52,Early Pressure Watch,Early Warning Review,Daily Strain Pressure,2
2025-05-18,13,28,14,2437,9,2465,5,0.98,True,Pressure: Transfers Exceed Discharges,-31707,1,Short-Term Intake Pressure,1,False,2025,5,May,2025-05,Sunday,2424.0,4.29,0.59,1.43,2389.71,2.43,0.4,0.93,41.0,75.29,0.71,2.57,True,True,True,True,Short-Term Rolling Pressure,25.344295874216265,3.199702367100725,0.4287912134849689,41.44399106851136,3.877237035955768,0.5200110945562019,80.0,136.0,9.0,13.0,Stable Load Volatility,Stable Intake Volatility,Stable Growth Volatility,0,Stable Pressure,24.0,5.0,0.28,1.0,-3.0,27.0,0.9832036050798854,66.66666666666667,-9.677419354838712,1.120331950207465,False,False,False,False,False,False,True,System Load Increase,Net Intake Increase,1,Moderate Pressure Spike,Backlog Severity Escalation,1,0,1,1,0,0,0,1,4,7,High Daily Strain,1,1,222,222.0,0,No Prolonged Pressure Window,0,0.0,1.67,7.0,0.47,0.11,0.84,3.33,0,0,2.07,High System Stress,Priority Monitoring Required,Daily Strain Pressure,4
2025-05-19,7,27,17,2457,6,2484,11,0.77,True,Pressure: Transfers Exceed Discharges,-31696,2,Short-Term Intake Pressure,1,False,2025,5,May,2025-05,Monday,2438.14,5.14,0.58,1.43,2400.79,3.5,0.46,1.0,45.86,83.21,5.86,7.5,True,True,True,True,Short-Term Rolling Pressure,27.48592713558331,4.099941927571443,0.4218496685516658,44.56314201732024,4.033513452221419,0.5018148382303302,79.0,146.0,11.0,14.0,Stable Load Volatility,Stable Intake Volatility,Stable Growth Volatility,0,Stable Pressure,19.0,6.0,-0.2099999999999999,0.0,-1.0,20.0,0.7707910750507141,120.0,-3.57142857142857,0.8206811653672652,False,False,False,False,False,False,False,System Load Increase,Net Intake Increase,0,No Major Spike,No Spike Risk,1,0,0,0,0,0,0,1,2,3,Moderate Daily Strain,1,0,222,222.0,0,No Prolonged Pressure Window,0,0.0,0.0,3.0,0.49,0.24,0.66,3.33,0,0,0.92,Moderate System Stress,Operational Watch Required,Backlog Severity Pressure,3
2025-05-21,14,62,13,2467,18,2529,-5,1.81,False,Relief: Discharges Exceed Transfers,-31701,0,No Current Backlog Pressure,0,False,2025,5,May,2025-05,Wednesday,2455.86,3.14,0.72,1.14,2414.07,3.36,0.55,1.0,73.14,114.93,-8.14,-8.36,True,True,True,True,Short-Term Rolling Pressure,39.77615940697588,5.17779140265992,0.6288992651564269,52.94767269708838,4.307545130926127,0.6181094892163858,106.0,191.0,16.0,16.0,Stable Load Volatility,Stable Intake Volatility,Stable Growth Volatility,0,Stable Pressure,45.0,-16.0,1.04,-1.0,35.0,10.0,1.8115942028985588,-145.45454545454547,129.62962962962962,0.4070004070004129,False,False,False,False,False,False,False,System Load Increase,Net Intake Decrease,0,No Major Spike,No Spike Risk,1,0,0,0,0,0,0,0,1,2,Normal Daily Pressure,0,0,223,,0,No Prolonged Pressure Window,0,0.0,0.0,2.0,0.54,0.11,1.56,0.0,0,0,0.58,Early Pressure Watch,Early Warning Review,Daily Strain Pressure,2
2025-05-22,18,36,17,2473,15,2509,2,-0.79,True,Pressure: Transfers Exceed Discharges,-31699,1,Short-Term Intake Pressure,1,False,2025,5,May,2025-05,Thursday,2467.86,2.43,0.49,1.0,2426.29,3.64,0.51,1.07,41.14,82.71,-0.43,-1.64,True,True,True,True,Short-Term Rolling Pressure,41.54687542004919,4.894116973705919,0.8436824046997823,53.76648737751862,4.04982702113551,0.6883137541672584,106.0,164.0,16.0,16.0,Stable Load Volatility,Stable Intake Volatility,Stable Growth Volatility,0,Stable Pressure,-20.0,7.0,-2.6,1.0,-26.0,6.0,-0.7908264136022192,-140.0,-41.93548387096774,0.2432103769760774,False,False,False,False,False,False,True,System Load Decrease,Net Intake Increase,1,Moderate Pressure Spike,Backlog Severity Escalation,1,0,1,1,0,0,0,1,4,7,High Daily Strain,1,1,224,224.0,0,No Prolonged Pressure Window,0,0.0,1.67,7.0,0.52,0.04,0.68,3.33,0,0,2.06,High System Stress,Priority Monitoring Required,Daily Strain Pressure,4
2025-05-27,6,24,7,2504,11,2528,-4,0.76,False,Relief: Discharges Exceed Transfers,-31703,0,No Current Backlog Pressure,0,False,2025,5,May,2025-05,Tuesday,2482.86,1.71,0.61,0.71,2437.86,3.0,0.48,1.0,45.14,90.14,-5.71,-7.0,True,True,True,True,Short-Term Rolling Pressure,41.60700490505175,5.468524655215298,0.8080841540334817,57.12180931117789,4.506405697195107,0.6638548762367401,105.0,164.0,16.0,16.0,Stable Load Volatility,Stable Intake Volatility,Stable Growth Volatility,0,Stable Pressure,19.0,-6.0,1.55,-1.0,-12.0,31.0,0.757273814268622,-300.0,-33.333333333333336,1.2535382126971362,False,False,False,False,False,False,False,System Load Increase,Net Intake Decrease,0,No Major Spike,No Spike Risk,1,0,0,0,0,0,0,0,1,2,Normal Daily Pressure,0,0,225,,0,No Prolonged Pressure Window,0,0.0,0.0,2.0,0.54,0.09,0.66,0.0,0,0,0.53,Early Pressure Watch,Early Warning Review,Daily Strain Pressure,2
2025-05-28,12,39,12,2499,14,2538,-2,0.4,False,Relief: Discharges Exceed Transfers,-31705,0,No Current Backlog Pressure,0,False,2025,5,May,2025-05,Wednesday,2499.14,1.0,0.66,0.43,2449.5,2.64,0.48,0.93,38.86,88.5,-3.0,-4.64,True,True,True,True,Short-Term Rolling Pressure,36.75789516782624,5.597618541243168,0.7766043302186085,59.870051586785145,4.700362389585158,0.6636545506793149,97.0,173.0,16.0,16.0,Stable Load Volatility,Stable Intake Volatility,Stable Growth Volatility,0,Stable Pressure,10.0,2.0,-0.36,0.0,15.0,-5.0,0.3955696202531555,-50.0,62.5,-0.1996805111821098,False,False,False,False,False,False,False,System Load Increase,Net Intake Increase,0,No Major Spike,No Spike Risk,1,0,0,0,0,0,0,0,1,2,Normal Daily Pressure,0,0,225,,0,No Prolonged Pressure Window,0,0.0,0.0,2.0,0.55,0.04,0.34,0.0,0,0,0.51,Early Pressure Watch,Early Warning Review,Daily Strain Pressure,2
2025-05-29,13,38,15,2506,11,2544,4,0.24,True,Pressure: Transfers Exceed Discharges,-31701,1,Short-Term Intake Pressure,1,False,2025,5,May,2025-05,Thursday,2513.86,1.57,0.6,0.57,2461.79,2.93,0.5,1.0,30.14,82.21,2.43,1.07,True,True,True,True,Short-Term Rolling Pressure,29.503833488246087,5.682051943237587,0.7921038892901479,60.38871337739944,4.648643900097135,0.644713498001628,79.0,179.0,16.0,16.0,Stable Load Volatility,Stable Intake Volatility,Stable Growth Volatility,0,Stable Pressure,6.0,6.0,-0.16,1.0,-1.0,7.0,0.236406619385332,-300.0,-2.564102564102566,0.2801120448179262,False,False,False,False,False,False,True,System Load Increase,Net Intake Increase,1,Moderate Pressure Spike,Backlog Severity Escalation,1,0,1,1,0,0,0,1,4,7,High Daily Strain,1,1,226,226.0,0,No Prolonged Pressure Window,0,0.0,1.67,7.0,0.56,0.09,0.21,3.33,0,0,2.05,High System Stress,Priority Monitoring Required,Daily Strain Pressure,4
